Prompt;Response;Ground Truth
"Night at the Museum: Secret of the Tomb
Skyler Gisondo as Nick Daley, the son of Larry Daley. He was previously played by Jake Cherry in the first two films.

Planet of the Apes
Number Title Release date Director Continuity Planet of the Apes April 3, 1968 Franklin J. Schaffner Original series Beneath the Planet of the Apes May 27, 1970 Ted Post Escape from the Planet of the Apes May 21, 1971 Don Taylor Conquest of the Planet of the Apes June 29, 1972 J. Lee Thompson 5 Battle for the Planet of the Apes June 15, 1973 6 Planet of the Apes July 27, 2001 Tim Burton Remake 7 Rise of the Planet of the Apes August 5, 2011 Rupert Wyatt Reboot series 8 Dawn of the Planet of the Apes July 11, 2014 Matt Reeves 9 War for the Planet of the Apes July 14, 2017

Star Wars: The Last Jedi
Walt Disney Studios Home Entertainment will release Star Wars: The Last Jedi digitally in HD and 4K via download and Disney Movies Anywhere on March 13, 2018, with an Ultra HD Blu - Ray, Blu - ray, and DVD release on March 27.

Which film was released first, Ryan'S Daughter or A Day At The Museum?";Ryan's Daughter was released before Night at the Museum: Secret of the Tomb.;Ryan'S Daughter
"Wirral Grammar School for Girls
Wirral Grammar School for Girls is an all- girls grammar school on the Wirral Peninsula, Merseyside, England.

St Hilda's Anglican School for Girls
St Hilda's Anglican School for Girls is an Australian independent non-selective Anglican single- sex primary and secondary day and boarding school for girls, located in Mosman Park, a western suburb of Perth, Western Australia. In addition, the school provides co-educational early learning education to both girls and boys. Established in Claremont in 1896, the school currently caters for approximately 1,052 students from early Learning, through Year K to Year 12, including 150 boarders in Years 7 to 12. St Hilda's is affiliated with the Association of Heads of Independent Schools of Australia( AHISA), the Junior School Heads Association of Australia( JSHAA), the Australian Boarding Schools' Association( ABSA), the Alliance of Girls' Schools Australasia( AGSA), and is a member of the Independent Girls' Schools Sports Association( IGSSA). St Hilda's brother school is Christ Church Grammar School located in Claremont.

Newcastle Boys' High School
Newcastle Boys' High School was a government- funded single- sex selective high school, located in Waratah, a suburb of Newcastle, New South Wales, Australia. The school was active between 1929 and 1976, after which time it became a co-educational non-selective school.

Are Liverpool Boys High School and St Stephen'S School, Perth located in the same country?";No.;yes
"Kangaroo Jack: G'Day U.S.A.!
Kangaroo Jack: G'Day U.S.A.! (also known as Kangaroo Jack 2 or Kangaroo Jack 2: G'Day U.S.A.!) is an animated sequel to 2003's ""Kangaroo Jack"" that is directed by Emory Myrick and Jeffrey Gatrall (time director). It was produced by Warner Bros. Animation and sister company Castle Rock Entertainment and was distributed by Warner Bros. and released direct-to-video in 2004.

Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Kangaroo (1952 film)
Kangaroo is a 1952 American Technicolor film directed by Lewis Milestone. It is also known as The Australian Story (American subtitle). The first Technicolor movie filmed on-location in Australia. Strong winds on location forced Milestone to re-dub much of the exterior dialogue. ""Kangaroo"" was remade in Africa as ""The Jackals"" in 1967.

Do both directors of films Kangaroo Jack and Executive Action (Film) have the same nationality?";No.;no
"List of most expensive films
Due to the secretive nature of Hollywood accounting it is not clear which film is the most expensive film ever made. Pirates of the Caribbean: On Stranger Tides officially holds the record with a budget of $378.5 million, while The Hobbit trilogy stands as the most expensive back - to - back film production with combined costs of $623 million after tax credits.

Steven Spielberg
Spielberg won the Academy Award for Best Director for Schindler's List (1993) and Saving Private Ryan (1998). Three of Spielberg's films—Jaws (1975), E.T. the Extra-Terrestrial (1982), and Jurassic Park (1993)—achieved box office records, originated and came to epitomize the blockbuster film. The unadjusted gross of all Spielberg-directed films exceeds $9 billion worldwide, making him the highest-grossing director in history. His personal net worth is estimated to be more than $3 billion. He has been associated with composer John Williams since 1974, who composed music for all save five of Spielberg's feature films.

The Snake (nickname)
As a nickname, The Snake or Snake may refer to:

Which film whose director was born first, The Snake Brothers or Olympus Has Fallen?";The Snake Brothers.;Olympus Has Fallen
"Stewart Douglas, 22nd Earl of Morton
John Stewart Sholto Douglas, 22nd Earl of Morton (born 17 January 1952) is a Scottish peer and landowner. Known as Stewart, Douglas is the son of John Douglas, 21st Earl of Morton and Mary Sheila Gibbs. He succeeded to the earldom in 2016, upon the death of his father. He married Amanda Kirsten Mitchell and has three children.

John Douglas, 2nd Earl of Morton
John Douglas, 2nd Earl of Morton died 9 September 1513 at the Battle of Flodden.

William Douglas, 6th Earl of Morton
William Douglas, 6th Earl of Morton( c. 1540 – 1606) was the son of Sir Robert Douglas of Lochleven and Margaret Erskine, a former mistress of James V of Scotland.

Where did Sholto Douglas, 15Th Earl Of Morton's father study?";Oxford University;King's College
"John I, Marquis of Namur
John I of Namur( 1267 – 31 January 1330) was the ruler of Namur from 1305 to 1330. He was a member of the House of Dampierre, the son of Guy of Dampierre, Count of Flanders and Marquis of Namur, and his second wife Isabelle of Luxembourg. John was the father of Blanche of Namur, Queen of Sweden and Norway. He was the elder brother of Guy of Namur, whom he sent to command the Flemish rebels against the French Kingdom in the 1302 Battle of the Golden Spurs.

Margaret, Marchioness of Namur
Margaret, Marchioness of Namur( c. 1194 – 17 July 1270) was ruling Marchioness of Namur in 1229- 1237. She was the daughter of Peter II of Courtenay and Yolanda of Flanders.

The Necklace
``The Necklace ''La Parure, illustration of the title page of the Gil Blas, 8 October 1893 Author Guy de Maupassant Original title`` La Parure'' Country France Genre (s) Short story Publication date 1884

Who is the child-in-law of Marie De Namur?";Blanche of Namur;Otto, Lord of Arkel
"Princess Irene of Greece and Denmark
Princess Irene of Greece and Denmark( born 11 May 1942) is the youngest child and second daughter of King Paul of Greece and his wife Princess Frederika of Hanover. She is the younger sister of Queen Sofía of Spain and of the deposed King Constantine II of Greece and maternal aunt of Felipe VI of Spain.

Prince Nikolaos of Greece and Denmark
Prince Nikolaos of Greece and Denmark( born 1 October 1969) is the third child of Constantine II and Anne- Marie of Denmark, who were the last King and Queen of Greece, reigning from 1964 to 1973.

Princess Elizabeth of Greece and Denmark
Princess Elisabeth of Greece and Denmark( 24 May 1904 – 11 January 1955) was the middle daughter of Prince Nicholas of Greece and Grand Duchess Elena Vladimirovna of Russia.

Where did Princess Margarita Of Greece And Denmark's mother die?";Switzerland.;Buckingham Palace
"Tyrannosaurus
Tyrannosaurus is a genus of coelurosaurian theropod dinosaur. The species Tyrannosaurus rex (rex meaning ``king ''in Latin), often colloquialy called simply T. rex or T - Rex, is one of the most well - represented of the large theropods. Tyrannosaurus lived throughout what is now western North America, on what was then an island continent known as Laramidia. Tyrannosaurus had a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the Maastrichtian age of the upper Cretaceous Period, 68 to 66 million years ago. It was the last known member of the tyrannosaurids, and among the last non-avian dinosaurs to exist before the Cretaceous -- Paleogene extinction event.

Origin of birds
The scientific question within which larger group of animals birds evolved, has traditionally been called the origin of birds. The present scientific consensus is that birds are a group of theropod dinosaurs that originated during the Mesozoic Era.

Planet of the Apes
Planet of the Apes Created by Pierre Boulle Original work La Planète des singes (1963) Print publications Novel (s) La Planète des singes (1963) Comics List of comics Films and television Film (s) Original series Planet of the Apes (1968) Beneath the Planet of the Apes (1970) Escape from the Planet of the Apes (1971) Conquest of the Planet of the Apes (1972) Battle for the Planet of the Apes (1973) Remake Planet of the Apes (2001) Reboot series Rise of the Planet of the Apes (2011) Dawn of the Planet of the Apes (2014) War for the Planet of the Apes (2017) Television series Planet of the Apes (1974) Return to the Planet of the Apes (1975 -- 1976) Games Video game (s) Planet of the Apes (2001) Revenge of the Apes (2003) Planet of the Apes: Last Frontier (2017)

What is the place of birth of the director of film Tammy And The T-Rex?";New Zealand;British
"In the Hell of Chaco
In the Hell of Chaco is an Argentine black- and- white documentary directed and filmed by Roque Funes from his own script. It premiered on December 21, 1932.

Una Cabaña en la pampa
Una Cabaña en la pampa is a 1970 Argentine film.

The Wild Bull of the Pampas
Wild Bull of the Pampas may refer to:

What is the place of birth of the director of film Winds Of The Pampas?";Argentina;Italian
"Rats: Night of Terror
Rats: Night of Terror is a 1984 post-apocalyptic film directed by Bruno Mattei and Claudio Fragasso.

Deadly Eyes
Deadly Eyes (also known as The Rats, Rats and Night Eyes) is a 1982 Canadian horror film directed by Robert Clouse, very loosely based on the horror novel ""The Rats"" by James Herbert. The story revolves around giant black rats who begin eating the residents of Toronto after ingesting contaminated grain.

Tunnel Rats (film)
Tunnel Rats, also known as 1968 Tunnel Rats, is a 2008 German- Canadian war suspense film written and directed by Uwe Boll. The film is based on the factual duties of tunnel rats during the Vietnam War. In a documentary for the film, Boll revealed the film did not have a script, and instead the actors improvised their lines. The box office return was poor, but"" Tunnel Rats"" was met with positive reviews.

Where did the director of film What Rats Won'T Do die?";Uknown.;Somerset
"Bengal Film Journalists' Association
Best Music Director Award (Hindi) - Here is a list of the award winners and the films for which they won.

Who Is the First Wife of My Father
Who is the first wife of my father is an upcoming Indian Hindi movie based on family drama. This movie is directed by Zeeshan Ahmad and produced by Dhiraj Rokad, Amit Rokad and Shiva Sharma. Cast of this movie are Inder Kumar, Aditi Govitrikar, Mohan Kapoor and Vaishnavi Mahant. Ep of this movie is Vishal Manani. The film is scheduled to be released in 2018.

Mahakali — Anth Hi Aarambh Hai
Pooja Sharma, who is best known for playing the role of Draupadi in Mahabharat, is playing the lead role of Parvati and Mahakali. It also has Saurabh Raj Jain playing the role of Lord Shiva who is popularly known for playing Krishna, also in Mahabharat and also played Lord Vishnu role in Devon Ke Dev Mahadev (2011 TV Series). Interestingly, both of them portrayed the close friends, Krishna - Draupadi in Mahabharat and in Mahakali, they play the role of a married couple, Shiva - Parvati. Meghan Jadhav who played Abhimanyu in Suryaputra Karn is playing Shiva - Parvati's son Kartikeya.

Who is the spouse of the director of film Vaishnavee?";Dhiraj Rokad;Lester James Peries
