Prompt;Response;Ground Truth
"The Heart of Rock & Roll
``The Heart of Rock & Roll ''Artwork for U.S. and continental European releases Single by Huey Lewis and the News from the album Sports B - side`` Workin 'for a Livin''' (Live) Released April 10, 1984 Format Vinyl Recorded Genre Rock Length 5: 03 (Album version) 4: 05 (Single version) Label Chrysalis Songwriter (s) Johnny Colla Huey Lewis Producer (s) Huey Lewis and the News Huey Lewis and the News singles chronology ``I Want a New Drug ''(1984)`` The Heart of Rock & Roll'' (1984) ``If This Is It ''(1984)`` I Want a New Drug'' (1984) ``The Heart of Rock & Roll ''(1984)`` If This Is It'' (1984)

What is the place of birth of the performer of song Outta My Head (Leona Lewis Song)?";London, England.;London
"List of most expensive films
Due to the secretive nature of Hollywood accounting it is not clear which film is the most expensive film ever made. Pirates of the Caribbean: On Stranger Tides officially holds the record with a budget of $378.5 million, while The Hobbit trilogy stands as the most expensive back - to - back film production with combined costs of $623 million after tax credits.

Which film has the director died earlier, The Stolen Airship or Day Of The Badman?";"The director of ""The Stolen Airship"" died earlier.";Day Of The Badman
"Kiladigalu
Kiladigalu is a 1994 Indian Kannada comedy film directed by Dwarakish and produced by M. K. Srinivasamurthy. Starring Vishnuvardhan and Dwarakish in dual roles, the film also featured Swarna, Sriraksha, Avinash and B. C. Patil in prominent roles. The music for the film was scored by Raj- Koti. The famous cycle- chase sequence from the 1983 Hong Kong movie"" Project A"", starring Jackie Chan was used in this movie. The same sequence was later used in the 2012 Hindi movie"" Barfi!"".

Which film whose director is younger, Kiladigalu or He'S My Girl?";He'S My Girl;Kiladigalu
"Grammy Award records
Taylor Swift is the youngest artist to win Album of the Year. She was 20 years old when she won in 2010 for her album Fearless.

Which award the performer of song In 20-0-3 earned?";Song of the Year;Grammy
"Lupe Anguiano
Lupe Anguiano( born 12 March 1929) is a Mexican- American civil rights activist known for her work on women's rights, the rights of the poor, and the protection of the environment. She is credited with bringing religious support and helping reframe religious debates to include these nationwide issues.

Was Lupe Anguiano or Philippe Close born first?";Philippe Close;Lupe Anguiano
"Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Which film was released earlier, Yohan: The Child Wanderer or A Nightmare On Elm Street 4: The Dream Master?";Yohan: The Child Wanderer.;A Nightmare On Elm Street 4: The Dream Master
"Madagascar (2005 film)
Ben Stiller as Alex, a lion. Tom McGrath explained that ``Ben Stiller was the first actor we asked to perform, and we knew we wanted his character, Alex, to be a big performing lion with a vulnerable side. ''

Which film came out first, The Greatest Thing In Life or Den Of Lions?";The Greatest Thing In Life.;The Greatest Thing In Life
"Imre Wampetich
Imre Wampetich (6 October 1883 – 3 October 1950) was a Hungarian rower. He competed in the men's eight event at the 1908 Summer Olympics.

Who died earlier, Samson Occom or Imre Wampetich?";Samson Occom.;Samson Occom
"Ada of Scotland
Ada of Scotland( – after 1206), also known as Ada of Huntingdon, was a member of the Scottish royal house who became Countess of Holland by marriage to Floris III, Count of Holland.

Who is the mother-in-law of Ada Of Scotland?";Ada of Scotland's mother-in-law is Ada of Huntingdon.;Sophia of Rheineck
"Driftwood (2006 film)
Driftwood is a 2006 horror film that was shown at the Screamfest LA International Horror Film Festival on October 20, 2006. The film was released on DVD on November 13, 2007. Driftwood was directed by Tim Sullivan and starring Raviv Ullman and Diamond Dallas Page.

Where was the director of film Driftwood (2006 Film) born?";Louisville, Kentucky;Plainfield
"Amiga Computing
Amiga Computing was a monthly computer magazine of a serious nature, published by Europress and IDG in both the UK and USA. A total of 117 issues came out. The games section was called Gamer, although later"" Amiga Action"" was incorporated into the magazine and became the games section.

Which magazine was published first, Graphotism or Amiga World?";Amiga World.;Amiga World
"Zameen Kay Khuda
Zameen Kay Khuda is a 2004 Pakistani bilingual film made in Urdu and Punjabi. It was filmed by Masood Rana and written by Jaffar Arash.

Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?";Khud-Daar.;Murderer In The Fog
"Bidin' My Time
""Bidin' My Time"" is a song composed by George Gershwin, with lyrics by Ira Gershwin. It was introduced by The Foursome in the 1930 musical ""Girl Crazy"".

Where was the place of death of the composer of song Bidin' My Time?";Hollywood, California.;Hollywood
"Starfighter
Starfighter, star fighter or starfighters may refer to:

Do both Those Merry Souls and The Last Starfighter films have the directors from the same country?";No.;no
"Mandela and de Klerk
Mandela and de Klerk is a 1997 made-for-television drama film written by Richard Wesley and directed by Joseph Sargent. The film stars Sidney Poitier and Michael Caine. The film documents the negotiations between F.W. de Klerk and Nelson Mandela to end South African apartheid, and was nominated for numerous awards in 1997 and 1998. It originally premiered on Showtime on February 16, 1997.

Which film has the director died first, Mandela And De Klerk or The Bride Came C.O.D.?";"The director of ""Mandela and de Klerk"", Joseph Sargent, died first. ";The Bride Came C.O.D.
"Botir Qoraev
Botir Qоraev( born 8 April 1980 in Qarshi, Uzbek SSR, Soviet Union) is Uzbek footballer who plays as a defender for Nasaf Qarshi. He is a member of Uzbekistan national football team.

Who was born first, Botir Qoraev or István Ujhelyi?";Botir Qoraev.;István Ujhelyi
"Miracle of Marcelino
Miracle of Marcelino("" Marcelino, bread and wine"") is a 1955 Spanish film written by José Maria Sanchez- Silva, based on his novel, and directed by Ladislao Vajda. It starred Rafael Rivelles, Juan Calvo( who also starred together as Don Quixote and Sancho Panza in the 1947 Spanish film version of Cervantes's"" Don Quixote"" and the young child star Pablito Calvo( no relation to Juan) as Marcelino. The musical score and theme song- sung in full during the action, rather than at the start of the film- are by Pablo Sorozábal. The story, revised and modernised in both the book and film, dates back to a medieval legend, one of many gathered together in a volume by Alfonso el Sabio. It was a critical and commercial success, and other countries have produced versions of it.

Which film has the director died earlier, Miracle Of Marcelino or The Accompanist?";"""The Accompanist""";Miracle Of Marcelino
"Season of Love
Season of Love or Seasons of Love may refer to:

Which film has the director born earlier, Step Into Liquid or Seasons Of Our Love?";Step into Liquid.;Seasons Of Our Love
"Descendants of Henry II of France and Catherine de' Medici
Henry II of France and Catherine de' Medici were married on October 28, 1533, and their marriage produced ten children. Henry and Catherine became the ancestors of monarchs of several countries.

Who is Louis X Of France's maternal grandfather?";Lorenzo II de' Medici.;Henry I of Navarre
"Whose Baby?
Whose Baby? is a 1917 American silent comedy film directed by Clarence G. Badger and starring Gloria Swanson.

Who is the spouse of the performer of song Missing My Baby?";Eric Bellinger.;Chris Pérez
"William Kassebaum
William"" Bill"" Kassebaum( born February 11, 1962) is an American Republican politician, lawyer, and rancher.

Where was the place of death of Nancy Kassebaum's father?";Kansas;Topeka
"Morning Star
Morning star, most commonly used as a name for the planet Venus when it appears in the east before sunrise Morning star, a name for the star Sirius, which appears in the sky just before sunrise during the Dog Days Morning star, a (less common) name for the planet Mercury when it appears in the east before sunrise

Which film has the director who was born later, Light In The High Plains or On A Half Clear Morning?";On A Half Clear Morning;On A Half Clear Morning
"David Ogilvy, 13th Earl of Airlie
David George Coke Patrick Ogilvy, 8th( or 13th) Earl of Airlie,( born 17 May 1926) is a Scottish peer.

Where was the father of David Ogilvy, 12Th Earl Of Airlie born?";Scotland;Florence, Italy
"The Marriage of Maria Braun
The Marriage of Maria Braun is a 1978 West German film directed by Rainer Werner Fassbinder. The film stars Hanna Schygulla as Maria, whose marriage to the soldier Hermann remains unfulfilled due to World War II and his post-war imprisonment. Maria adapts to the realities of post-war Germany and becomes the wealthy mistress of an industrialist, all the while staying true to her love for Hermann. The film was one of the more successful works of Fassbinder and shaped the image of the New German Cinema in foreign countries. The film is the first installment of Fassbinder's BRD Trilogy, followed by"" Lola"" and"" Veronika Voss"".

Which film has the director died earlier, The Marriage Of Maria Braun or An Ache In Every Stake?";"The director died earlier in ""The Marriage of Maria Braun.""";An Ache In Every Stake
"Academy Award for Best Director
Wins Director John Ford Frank Capra William Wyler Frank Borzage Clint Eastwood Miloš Forman Alejandro G. Iñárritu Elia Kazan David Lean Ang Lee Frank Lloyd Joseph L. Mankiewicz Leo McCarey Lewis Milestone Steven Spielberg George Stevens Oliver Stone Billy Wilder Robert Wise Fred Zinnemann

Which film has the director who was born first, Wild Harvest or Thunder In The Night?";Wild Harvest;Thunder In The Night
"Jack Mildren
Larry Jack Mildren (October 10, 1949 – May 22, 2008), was an All-American quarterback at the University of Oklahoma, and professional football player with the Baltimore Colts and New England Patriots. A native Texan, he was later an oil company owner, elected as the 13th Lieutenant Governor of Oklahoma, and enjoyed a career as a successful bank executive in Oklahoma.

Who is younger, Jack Mildren or Alf Hellevik?";Alf Hellevik;Jack Mildren
"Unfair Competition (film)
Unfair Competition  is a 2001 Italian drama film directed by Ettore Scola. It was filmed in Cinecittà and some of its sets were used by Martin Scorsese in Gangs of New York, as Ettore Scola said in Néstor Birri's book.

Which film has the director who died first, The Amsterdam Kill or A Boy From Calabria?";"The director of ""The Amsterdam Kill"" died first.";The Amsterdam Kill
